WallclockTimeX	ReqMemX	PartitionX	SubmitDatetimeX	StateX	UIDX	UserX	PartitionTypeX	TotalCPUtime2useX	TotalGPUtime2useX	CPUhoursChargedX	GPUhoursChargedX	NeededMemX	memOverallocationFactorX
0 days 05:35:00	89.0	ash	2023-05-03	1	11111	uid_1	CPU	0 days 22:30:00	0 days	22.5	0.0	54.24300568666709	1.6407645349541566
0 days 02:27:00	34.0	ash	2023-06-28	1	11111	uid_1	CPU	0 days 02:49:00	0 days	2.816666666666667	0.0	1.3244310984477574	25.67139962195711
0 days 07:28:00	46.0	ash	2023-06-23	1	11111	uid_1	CPU	0 days 04:19:00	0 days	4.316666666666666	0.0	30.44124327629607	1.5111077948586678
0 days 02:25:00	46.0	ash	2023-06-09	0	11111	uid_1	CPU	3 days 01:39:00	0 days	73.65	0.0	13.111147296376995	3.508464893282923
0 days 04:29:00	114.0	ash	2023-06-10	0	11111	uid_1	CPU	0 days 23:36:00	0 days	23.6	0.0	23.30122114659795	4.892447450834324
0 days 11:35:00	24.0	ash	2023-05-15	1	11111	uid_1	CPU	2 days 05:52:00	0 days	53.86666666666667	0.0	13.957993267188836	1.7194448758201502
0 days 10:41:00	124.0	ash	2023-06-21	1	11111	uid_1	CPU	1 days 05:40:00	0 days	29.666666666666668	0.0	91.58434282130496	1.3539432197700314
0 days 08:24:00	110.0	ash	2023-06-25	1	11111	uid_1	CPU	2 days 12:07:00	0 days	60.11666666666667	0.0	10.617787670028994	10.359973604529578
0 days 05:41:00	39.0	ash	2023-06-12	1	11111	uid_1	CPU	1 days 22:15:00	0 days	46.25	0.0	14.129504911623458	2.760181637214843
0 days 11:28:00	103.0	ash	2023-05-07	1	11111	uid_1	CPU	1 days 20:30:00	0 days	44.5	0.0	39.79617214388091	2.5881886234587856
0 days 06:43:00	79.0	ash	2023-06-06	1	11111	uid_1	CPU	0 days 19:12:00	0 days	19.2	0.0	60.82717275168763	1.2987616623659066
0 days 07:33:00	46.0	ash	2023-06-30	1	11111	uid_1	CPU	3 days 11:15:00	0 days	83.25	0.0	43.16009419843947	1.0657993420612881
0 days 10:52:00	46.0	ash	2023-06-16	1	11111	uid_1	CPU	0 days 18:05:00	0 days	18.083333333333332	0.0	22.14376618191569	2.0773340732601824
0 days 03:02:00	58.0	ash	2023-06-14	1	11111	uid_1	CPU	3 days 06:36:00	0 days	78.6	0.0	1.7040188999894648	34.03718116058372
0 days 02:36:00	12.0	ash	2023-05-27	1	11111	uid_1	CPU	1 days 12:48:00	0 days	36.8	0.0	0.23233069974157594	51.6505137433311
0 days 06:33:00	16.0	ash	2023-05-15	1	11111	uid_1	CPU	1 days 14:51:00	0 days	38.85	0.0	13.498787632144651	1.1852916303312464
0 days 07:31:00	94.0	ash	2023-06-30	1	11111	uid_1	CPU	3 days 08:03:00	0 days	80.05	0.0	58.44773871468887	1.608274367274645
0 days 01:22:00	118.0	ash	2023-06-04	0	11111	uid_1	CPU	0 days 16:36:00	0 days	16.6	0.0	43.13122110687272	2.735837218881738
0 days 11:36:00	65.0	ash	2023-06-25	1	11111	uid_1	CPU	2 days 05:43:00	0 days	53.71666666666667	0.0	46.49702688643721	1.3979388436760447
0 days 03:02:00	91.0	ash	2023-05-16	1	11111	uid_1	CPU	1 days 07:08:00	0 days	31.133333333333333	0.0	8.9474139227418	10.170536513204524
0 days 02:12:00	40.0	ash	2023-06-03	1	11111	uid_1	CPU	3 days 07:32:00	0 days	79.53333333333333	0.0	26.683112982847884	1.499075464909672
0 days 05:30:00	105.0	ash	2023-05-06	1	11111	uid_1	CPU	1 days 10:40:00	0 days	34.666666666666664	0.0	61.4914365585453	1.7075548381445063
0 days 09:45:00	111.0	ash	2023-06-07	0	11111	uid_1	CPU	0 days 09:58:00	0 days	9.966666666666667	0.0	88.31091958581582	1.256922705828424
0 days 05:06:00	8.0	ash	2023-05-20	1	11111	uid_1	CPU	0 days 12:27:00	0 days	12.45	0.0	2.2219052382129165	3.600513587354616
0 days 00:58:00	42.0	ash	2023-06-03	1	11111	uid_1	CPU	2 days 15:17:00	0 days	63.28333333333333	0.0	12.997620578948196	3.2313606744319014
0 days 05:54:00	33.0	ash	2023-06-01	1	11111	uid_1	CPU	0 days 21:28:00	0 days	21.466666666666665	0.0	15.561777057936405	2.1205804373845734
0 days 03:23:00	78.0	ash	2023-06-28	1	11111	uid_1	CPU	0 days 06:49:00	0 days	6.816666666666666	0.0	12.027451011385487	6.485164639304142
0 days 06:02:00	67.0	ash	2023-06-09	1	11111	uid_1	CPU	1 days 22:26:00	0 days	46.43333333333333	0.0	16.60518011666305	4.034885471237166
0 days 10:39:00	85.0	ash	2023-06-02	1	11111	uid_1	CPU	0 days 12:22:00	0 days	12.366666666666667	0.0	23.71599095324755	3.5840796265930654
0 days 06:36:00	118.0	ash	2023-05-07	1	11111	uid_1	CPU	0 days 09:22:00	0 days	9.366666666666667	0.0	65.36774822647973	1.8051715593929476
0 days 08:41:00	65.0	ash	2023-06-13	0	11111	uid_1	CPU	1 days 18:13:00	0 days	42.21666666666667	0.0	30.889514865186985	2.104273902768739
0 days 06:53:00	54.0	ash	2023-06-11	0	11111	uid_1	CPU	2 days 11:54:00	0 days	59.9	0.0	33.81559725351389	1.5968962368212698
0 days 03:03:00	61.0	ash	2023-06-30	1	11111	uid_1	CPU	1 days 22:10:00	0 days	46.166666666666664	0.0	35.70344062534207	1.7085188130777123
0 days 02:22:00	30.0	ash	2023-06-10	1	11111	uid_1	CPU	2 days 04:54:00	0 days	52.9	0.0	29.893563664682006	1.0035605100988259
0 days 08:39:00	35.0	ash	2023-06-20	1	11111	uid_1	CPU	0 days 23:03:00	0 days	23.05	0.0	30.837662664335717	1.134975772352491
0 days 03:28:00	45.0	ash	2023-05-17	1	11111	uid_1	CPU	0 days 10:40:00	0 days	10.666666666666666	0.0	4.439361290312566	10.136593319898873
0 days 06:43:00	120.0	ash	2023-06-27	1	11111	uid_1	CPU	0 days 20:11:00	0 days	20.183333333333334	0.0	58.109230549980374	2.065076389142457
0 days 01:43:00	102.0	ash	2023-05-17	1	11111	uid_1	CPU	1 days 21:24:00	0 days	45.4	0.0	64.69527248818817	1.5766221561030258
0 days 02:02:00	46.0	ash	2023-06-16	1	11111	uid_1	CPU	1 days 03:58:00	0 days	27.966666666666665	0.0	19.234339957260893	2.3915559412079106
0 days 05:22:00	63.0	ash	2023-05-14	1	11111	uid_1	CPU	1 days 23:40:00	0 days	47.666666666666664	0.0	45.40735481151514	1.3874404325359078
0 days 10:21:00	90.0	ash	2023-05-13	1	11111	uid_1	CPU	0 days 04:51:00	0 days	4.85	0.0	12.568918925115693	7.160520370623011
0 days 06:06:00	29.0	ash	2023-06-02	0	11111	uid_1	CPU	2 days 04:37:00	0 days	52.61666666666667	0.0	22.282525561067022	1.3014682703055005
0 days 11:09:00	117.0	ash	2023-05-03	1	11111	uid_1	CPU	1 days 13:04:00	0 days	37.06666666666667	0.0	60.25185781514097	1.94184883657809
0 days 11:38:00	87.0	ash	2023-06-18	1	11111	uid_1	CPU	2 days 16:10:00	0 days	64.16666666666667	0.0	20.51366845331316	4.241074686275757
0 days 01:48:00	82.0	ash	2023-05-05	0	11111	uid_1	CPU	0 days 06:18:00	0 days	6.3	0.0	70.08108993151342	1.1700731264330264
0 days 04:15:00	87.0	ash	2023-06-30	1	11111	uid_1	CPU	1 days 08:43:00	0 days	32.71666666666667	0.0	54.40716305539682	1.5990541523258157
0 days 08:54:00	96.0	ash	2023-05-27	1	11111	uid_1	CPU	1 days 08:18:00	0 days	32.3	0.0	60.16269643393039	1.5956731611161328
0 days 08:34:00	85.0	ash	2023-05-24	0	11111	uid_1	CPU	0 days 23:49:00	0 days	23.816666666666666	0.0	63.930274225948125	1.329573524111368
0 days 02:26:00	19.0	ash	2023-06-29	1	11111	uid_1	CPU	1 days 07:02:00	0 days	31.033333333333335	0.0	12.592645650407311	1.5088171721393147
0 days 03:15:00	26.0	ash	2023-06-23	0	11111	uid_1	CPU	1 days 00:28:00	0 days	24.466666666666665	0.0	6.9728673708298885	3.728738640400321
0 days 02:01:00	15.0	ash	2023-05-12	1	11111	uid_1	CPU	3 days 03:27:00	0 days	75.45	0.0	3.9573062127478402	3.7904572437886803
0 days 08:10:00	112.0	ash	2023-06-23	1	11111	uid_1	CPU	0 days 16:19:00	0 days	16.316666666666666	0.0	62.082651384325125	1.8040466620321922
0 days 05:41:00	59.0	ash	2023-05-26	1	11111	uid_1	CPU	0 days 20:15:00	0 days	20.25	0.0	8.606344587257434	6.855407589344666
0 days 06:21:00	37.0	ash	2023-05-31	1	11111	uid_1	CPU	1 days 04:29:00	0 days	28.483333333333334	0.0	28.66515276428364	1.290765840470296
0 days 05:08:00	50.0	ash	2023-05-05	0	11111	uid_1	CPU	1 days 15:56:00	0 days	39.93333333333333	0.0	46.18160087566722	1.0826822598595682
0 days 03:26:00	14.0	ash	2023-05-24	1	11111	uid_1	CPU	2 days 10:40:00	0 days	58.666666666666664	0.0	11.465922021240331	1.2210095249265915
0 days 03:59:00	29.0	ash	2023-06-11	1	11111	uid_1	CPU	0 days 04:51:00	0 days	4.85	0.0	3.488186679921367	8.313775225084495
0 days 02:19:00	63.0	ash	2023-05-22	1	11111	uid_1	CPU	1 days 14:41:00	0 days	38.68333333333333	0.0	3.7153010496569885	16.95690313058653
0 days 10:03:00	40.0	ash	2023-05-11	1	11111	uid_1	CPU	3 days 09:11:00	0 days	81.18333333333334	0.0	21.927719644013166	1.8241750920470672
0 days 02:38:00	94.0	ash	2023-06-28	1	11111	uid_1	CPU	2 days 10:39:00	0 days	58.65	0.0	62.45561819804526	1.5050687626200139
0 days 03:11:00	42.0	ash	2023-05-30	1	11111	uid_1	CPU	2 days 19:28:00	0 days	67.46666666666667	0.0	37.037356713618685	1.133990212226904
0 days 02:54:00	32.0	ash	2023-05-15	0	11111	uid_1	CPU	1 days 17:39:00	0 days	41.65	0.0	16.802581295971645	1.9044692857800294
0 days 06:40:00	51.0	ash	2023-05-27	0	11111	uid_1	CPU	0 days 06:59:00	0 days	6.983333333333333	0.0	17.11591166720556	2.9796835244082884
0 days 06:17:00	86.0	ash	2023-05-24	1	11111	uid_1	CPU	2 days 05:59:00	0 days	53.983333333333334	0.0	26.469097110741913	3.249071913567416
0 days 07:47:00	32.0	ash	2023-06-10	1	11111	uid_1	CPU	0 days 20:08:00	0 days	20.133333333333333	0.0	22.665689027297034	1.4118255995421691
0 days 09:45:00	71.0	ash	2023-06-06	0	11111	uid_1	CPU	1 days 00:05:00	0 days	24.083333333333332	0.0	55.11424159566318	1.2882332759086144
0 days 02:15:00	82.0	ash	2023-05-25	1	11111	uid_1	CPU	3 days 04:17:00	0 days	76.28333333333333	0.0	42.68937404937512	1.9208527139600986
0 days 03:40:00	12.0	ash	2023-06-07	1	11111	uid_1	CPU	1 days 09:52:00	0 days	33.86666666666667	0.0	4.256421307434019	2.8192697886934956
0 days 06:14:00	54.0	ash	2023-05-26	1	11111	uid_1	CPU	2 days 05:30:00	0 days	53.5	0.0	9.73723056475524	5.545724694602358
0 days 05:25:00	50.0	ash	2023-06-04	1	11111	uid_1	CPU	3 days 02:47:00	0 days	74.78333333333333	0.0	26.76823545901761	1.86788554204667
0 days 10:06:00	93.0	ash	2023-05-02	1	11111	uid_1	CPU	3 days 05:13:00	0 days	77.21666666666667	0.0	51.57378368075961	1.803241751190248
0 days 11:31:00	112.0	ash	2023-06-30	0	11111	uid_1	CPU	2 days 16:20:00	0 days	64.33333333333333	0.0	85.83740454731833	1.3047924805119124
0 days 06:48:00	81.0	ash	2023-05-21	1	11111	uid_1	CPU	2 days 22:47:00	0 days	70.78333333333333	0.0	77.47885631595868	1.0454465108478384
0 days 06:21:00	127.0	ash	2023-06-26	1	11111	uid_1	CPU	2 days 00:38:00	0 days	48.63333333333333	0.0	67.99894856382298	1.8676759373830518
0 days 08:00:00	113.0	ash	2023-05-31	0	11111	uid_1	CPU	1 days 17:20:00	0 days	41.333333333333336	0.0	4.884591137707511	23.13397310322976
0 days 03:56:00	126.0	ash	2023-06-24	0	11111	uid_1	CPU	0 days 11:36:00	0 days	11.6	0.0	28.545103752968203	4.414066982919905
0 days 02:48:00	129.0	ash	2023-06-07	1	11111	uid_1	CPU	0 days 04:36:00	0 days	4.6	0.0	57.26660251214717	2.252621848356326
0 days 02:24:00	44.0	ash	2023-05-28	1	11111	uid_1	CPU	1 days 04:55:00	0 days	28.916666666666668	0.0	24.79137058206039	1.7748111123730859
0 days 02:56:00	98.0	ash	2023-06-23	0	11111	uid_1	CPU	2 days 07:24:00	0 days	55.4	0.0	28.25549776318396	3.4683515690065447
0 days 09:14:00	19.0	ash	2023-05-10	1	11111	uid_1	CPU	2 days 04:55:00	0 days	52.916666666666664	0.0	12.460897491747996	1.5247697858506906
0 days 07:21:00	112.0	ash	2023-06-28	1	11111	uid_1	CPU	1 days 06:27:00	0 days	30.45	0.0	92.7229468013924	1.207899488353169
0 days 09:15:00	77.0	ash	2023-05-03	0	11111	uid_1	CPU	1 days 05:10:00	0 days	29.166666666666668	0.0	51.028515647563964	1.5089602161233133
0 days 08:21:00	91.0	ash	2023-05-22	1	11111	uid_1	CPU	2 days 07:09:00	0 days	55.15	0.0	55.870040358729135	1.628779922400435
0 days 04:24:00	67.0	ash	2023-06-04	1	11111	uid_1	CPU	1 days 23:20:00	0 days	47.333333333333336	0.0	66.86779737845107	1.0019770745670102
0 days 05:57:00	90.0	ash	2023-05-03	1	11111	uid_1	CPU	2 days 21:37:00	0 days	69.61666666666666	0.0	6.161820671162461	14.606072588448278
0 days 04:14:00	93.0	ash	2023-05-24	1	11111	uid_1	CPU	0 days 08:44:00	0 days	8.733333333333333	0.0	43.25795409679584	2.149893630935463
0 days 11:40:00	54.0	ash	2023-06-12	1	11111	uid_1	CPU	3 days 02:18:00	0 days	74.3	0.0	32.45256474617209	1.6639670985132082
0 days 03:30:00	127.0	ash	2023-06-04	1	11111	uid_1	CPU	1 days 20:49:00	0 days	44.81666666666667	0.0	41.68126724605166	3.046932312549358
0 days 03:03:00	125.0	ash	2023-05-07	1	11111	uid_1	CPU	3 days 05:40:00	0 days	77.66666666666667	0.0	51.618970307191574	2.4215903427772356
0 days 07:39:00	90.0	ash	2023-06-10	1	11111	uid_1	CPU	2 days 15:58:00	0 days	63.96666666666667	0.0	39.18879879334512	2.296574602212187
0 days 08:29:00	11.0	ash	2023-06-23	1	11111	uid_1	CPU	1 days 19:45:00	0 days	43.75	0.0	4.214375618052785	2.6101138097136323
0 days 01:59:00	44.0	ash	2023-06-19	1	11111	uid_1	CPU	2 days 18:18:00	0 days	66.3	0.0	29.167618106646326	1.508522219370867
0 days 08:16:00	100.0	ash	2023-05-02	1	11111	uid_1	CPU	2 days 19:25:00	0 days	67.41666666666667	0.0	84.57947724538325	1.182319910891368
0 days 04:38:00	101.0	ash	2023-06-01	1	11111	uid_1	CPU	1 days 16:33:00	0 days	40.55	0.0	71.97267620373407	1.4033103300771792
0 days 08:04:00	17.0	ash	2023-06-16	1	11111	uid_1	CPU	1 days 13:20:00	0 days	37.333333333333336	0.0	4.396352764429371	3.866841655097833
0 days 10:41:00	76.0	ash	2023-06-25	1	11111	uid_1	CPU	3 days 04:48:00	0 days	76.8	0.0	39.410882498162984	1.928401375014693
0 days 05:51:00	123.0	ash	2023-05-13	1	11111	uid_1	CPU	1 days 11:55:00	0 days	35.916666666666664	0.0	115.7246737902377	1.062867545627733
0 days 05:09:00	6.0	ash	2023-05-18	1	11111	uid_1	CPU	0 days 02:50:00	0 days	2.8333333333333335	0.0	0.7782290689991973	7.7098122378235
0 days 11:28:00	125.0	ash	2023-06-12	1	11111	uid_1	CPU	2 days 20:00:00	0 days	68.0	0.0	41.7415435473072	2.99461853532879
0 days 01:00:00	118.0	ash	2023-06-24	0	11111	uid_1	CPU	1 days 21:18:00	0 days	45.3	0.0	57.5703603992043	2.0496658207759095
0 days 05:57:00	7.0	ash	2023-06-20	1	11111	uid_1	CPU	0 days 05:34:00	0 days	5.566666666666666	0.0	4.501742466438334	1.5549534546204782
0 days 04:45:00	38.0	ash	2023-06-13	1	11111	uid_1	CPU	3 days 02:17:00	0 days	74.28333333333333	0.0	6.092381307328844	6.237298370390542
0 days 05:48:00	16.0	ash	2023-05-26	1	11111	uid_1	CPU	1 days 18:10:00	0 days	42.166666666666664	0.0	2.0231955023752484	7.90828171633234
0 days 06:33:00	115.0	ash	2023-05-12	1	22222	uid_2	CPU	2 days 09:00:00	0 days	57.0	0.0	102.58091547237149	1.1210662282593236
0 days 07:20:00	61.0	ash	2023-06-30	1	22222	uid_2	CPU	3 days 05:33:00	0 days	77.55	0.0	52.71316531083699	1.157206167383376
0 days 06:16:00	109.0	ash	2023-06-12	1	22222	uid_2	CPU	2 days 10:22:00	0 days	58.36666666666667	0.0	50.4355977604959	2.161171966625825
0 days 11:19:00	21.0	ash	2023-06-02	0	22222	uid_2	CPU	2 days 12:35:00	0 days	60.583333333333336	0.0	17.649848984899418	1.1898118798617967
0 days 02:29:00	114.0	ash	2023-05-02	1	22222	uid_2	CPU	0 days 17:25:00	0 days	17.416666666666668	0.0	0.9511152851988804	119.85928706440916
0 days 07:53:00	32.0	ash	2023-06-10	1	22222	uid_2	CPU	1 days 18:58:00	0 days	42.96666666666667	0.0	7.333090125929743	4.363781086891088
0 days 09:03:00	54.0	ash	2023-06-07	1	22222	uid_2	CPU	2 days 14:51:00	0 days	62.85	0.0	22.18869436074161	2.4336718115123546
0 days 09:33:00	31.0	ash	2023-05-27	1	22222	uid_2	CPU	2 days 07:34:00	0 days	55.56666666666667	0.0	2.3561185605205264	13.157232628035201
0 days 07:44:00	8.0	ash	2023-06-22	1	22222	uid_2	CPU	0 days 20:24:00	0 days	20.4	0.0	1.117478130272679	7.158976791830277
0 days 09:45:00	104.0	ash	2023-06-14	1	22222	uid_2	CPU	0 days 12:58:00	0 days	12.966666666666667	0.0	102.79383747550777	1.0117338018904063
0 days 03:11:00	104.0	ash	2023-06-28	1	22222	uid_2	CPU	1 days 10:00:00	0 days	34.0	0.0	62.822735299292134	1.6554516371268515
0 days 03:34:00	64.0	ash	2023-06-06	1	22222	uid_2	CPU	3 days 04:54:00	0 days	76.9	0.0	49.121929820532834	1.3028804086855759
0 days 01:40:00	28.0	ash	2023-06-17	1	22222	uid_2	CPU	1 days 03:21:00	0 days	27.35	0.0	11.742953624182835	2.3844086331345324
0 days 01:00:00	95.0	ash	2023-05-11	1	22222	uid_2	CPU	1 days 19:28:00	0 days	43.46666666666667	0.0	79.34057033587702	1.1973697642685326
0 days 05:58:00	107.0	ash	2023-06-16	1	22222	uid_2	CPU	0 days 14:37:00	0 days	14.616666666666667	0.0	50.88788346995761	2.10266162991764
0 days 07:43:00	42.0	ash	2023-06-20	1	22222	uid_2	CPU	3 days 08:07:00	0 days	80.11666666666666	0.0	41.75028580411835	1.005981137399951
0 days 00:53:00	93.0	ash	2023-06-19	1	22222	uid_2	CPU	1 days 11:18:00	0 days	35.3	0.0	58.86242050788413	1.5799554146357848
0 days 02:02:00	46.0	ash	2023-05-31	1	22222	uid_2	CPU	1 days 06:58:00	0 days	30.966666666666665	0.0	24.191754179314383	1.9014743477896765
0 days 11:02:00	110.0	ash	2023-05-13	0	22222	uid_2	CPU	3 days 06:03:00	0 days	78.05	0.0	54.09739188477714	2.0333697460737237
0 days 01:25:00	61.0	ash	2023-05-12	0	22222	uid_2	CPU	3 days 02:20:00	0 days	74.33333333333333	0.0	60.24174348032749	1.012586895329816
0 days 02:08:00	55.0	ash	2023-06-10	0	22222	uid_2	CPU	3 days 05:37:00	0 days	77.61666666666666	0.0	39.67883474227433	1.3861294152724275
0 days 07:58:00	87.0	ash	2023-06-28	0	22222	uid_2	CPU	2 days 08:30:00	0 days	56.5	0.0	69.00390228188587	1.2607982610113668
0 days 06:23:00	26.0	ash	2023-06-15	1	22222	uid_2	CPU	2 days 03:10:00	0 days	51.166666666666664	0.0	4.953260191081521	5.249068087885572
0 days 11:40:00	102.0	ash	2023-05-26	1	22222	uid_2	CPU	2 days 18:41:00	0 days	66.68333333333334	0.0	26.712708520928352	3.818407254363107
0 days 04:08:00	79.0	ash	2023-06-28	0	22222	uid_2	CPU	0 days 09:25:00	0 days	9.416666666666666	0.0	59.042291303928636	1.3380239529210716
0 days 04:26:00	45.0	ash	2023-05-12	1	22222	uid_2	CPU	2 days 10:45:00	0 days	58.75	0.0	27.45419384851356	1.639093839298305
0 days 04:40:00	116.0	ash	2023-06-13	1	22222	uid_2	CPU	0 days 13:38:00	0 days	13.633333333333333	0.0	28.108683442992717	4.126838606128952
0 days 02:04:00	76.0	ash	2023-05-28	1	22222	uid_2	CPU	2 days 12:23:00	0 days	60.38333333333333	0.0	55.833643078504515	1.3611864784309473
0 days 11:13:00	101.0	ash	2023-05-12	1	22222	uid_2	CPU	0 days 02:51:00	0 days	2.85	0.0	2.7303053600304334	36.992199289706626
0 days 11:08:00	117.0	ash	2023-06-07	1	22222	uid_2	CPU	3 days 04:59:00	0 days	76.98333333333333	0.0	26.429186693089168	4.426923967001744
0 days 04:30:00	122.0	ash	2023-05-27	1	22222	uid_2	CPU	0 days 21:56:00	0 days	21.933333333333334	0.0	4.567922234984287	26.707985321124813
0 days 11:12:00	54.0	ash	2023-06-27	0	22222	uid_2	CPU	2 days 04:35:00	0 days	52.583333333333336	0.0	52.97997145678557	1.0192530972585827
0 days 04:37:00	57.0	ash	2023-05-25	1	22222	uid_2	CPU	2 days 04:36:00	0 days	52.6	0.0	44.50348536086654	1.2807985607824344
0 days 02:31:00	113.0	ash	2023-05-06	1	22222	uid_2	CPU	2 days 08:55:00	0 days	56.916666666666664	0.0	95.29032409121453	1.185849676529941
0 days 03:33:00	71.0	ash	2023-06-20	1	22222	uid_2	CPU	0 days 05:41:00	0 days	5.683333333333334	0.0	29.696844769985955	2.3908263840796438
0 days 04:55:00	95.0	ash	2023-06-20	0	22222	uid_2	CPU	2 days 08:36:00	0 days	56.6	0.0	59.176932383421075	1.6053552655361207
0 days 01:06:00	4.0	ash	2023-06-23	1	22222	uid_2	CPU	0 days 18:28:00	0 days	18.466666666666665	0.0	0.6381118467159204	6.268493557338313
0 days 04:57:00	46.0	ash	2023-06-19	1	22222	uid_2	CPU	2 days 04:12:00	0 days	52.2	0.0	25.950584774194297	1.7725997467981216
0 days 08:01:00	99.0	ash	2023-06-28	1	22222	uid_2	CPU	3 days 09:54:00	0 days	81.9	0.0	70.86549123828893	1.3970128234503776
0 days 10:57:00	39.0	ash	2023-05-04	1	22222	uid_2	CPU	0 days 06:44:00	0 days	6.733333333333333	0.0	21.538928348996805	1.8106750423270923
0 days 09:10:00	77.0	ash	2023-06-14	1	22222	uid_2	CPU	1 days 12:10:00	0 days	36.166666666666664	0.0	62.675059609325984	1.2285588634453006
0 days 07:11:00	69.0	ash	2023-06-12	1	22222	uid_2	CPU	1 days 17:09:00	0 days	41.15	0.0	7.316859924565891	9.43027483255992
0 days 10:16:00	94.0	ash	2023-06-14	1	22222	uid_2	CPU	2 days 18:16:00	0 days	66.26666666666667	0.0	11.51646921248983	8.16222387830944
0 days 07:43:00	107.0	ash	2023-06-20	1	22222	uid_2	CPU	0 days 02:05:00	0 days	2.0833333333333335	0.0	26.017310781244614	4.11264641836597
0 days 09:18:00	17.0	ash	2023-06-14	1	22222	uid_2	CPU	1 days 02:05:00	0 days	26.083333333333332	0.0	3.9441457162020743	4.310185582182234
0 days 02:49:00	79.0	ash	2023-05-23	1	22222	uid_2	CPU	2 days 05:05:00	0 days	53.083333333333336	0.0	35.977164522296235	2.1958373053841167
0 days 06:20:00	97.0	ash	2023-05-19	1	22222	uid_2	CPU	0 days 13:22:00	0 days	13.366666666666667	0.0	37.130784809446425	2.612387551133104
0 days 08:10:00	25.0	ash	2023-05-19	1	22222	uid_2	CPU	2 days 06:30:00	0 days	54.5	0.0	8.84168902002139	2.8275140579349984
0 days 02:45:00	98.0	ash	2023-05-20	1	22222	uid_2	CPU	1 days 07:36:00	0 days	31.6	0.0	51.31927054987298	1.909614048484221
0 days 09:47:00	16.0	ash	2023-05-10	1	22222	uid_2	CPU	2 days 07:43:00	0 days	55.71666666666667	0.0	13.530425508105155	1.182520090769909
0 days 09:49:00	73.0	ash	2023-05-28	1	22222	uid_2	CPU	1 days 18:51:00	0 days	42.85	0.0	38.99798703386219	1.8718914885687217
0 days 05:17:00	101.0	ash	2023-05-27	1	22222	uid_2	CPU	1 days 11:20:00	0 days	35.333333333333336	0.0	87.9569081674865	1.1482895670647835
0 days 05:43:00	129.0	ash	2023-05-13	0	22222	uid_2	CPU	2 days 16:37:00	0 days	64.61666666666666	0.0	114.63264251086626	1.125333911654107
0 days 10:59:00	122.0	ash	2023-06-18	1	22222	uid_2	CPU	2 days 16:17:00	0 days	64.28333333333333	0.0	0.44006552443944735	277.23144219352974
0 days 04:04:00	117.0	ash	2023-06-24	1	22222	uid_2	CPU	2 days 21:13:00	0 days	69.21666666666667	0.0	116.10561111182054	1.007703235697352
0 days 02:11:00	76.0	ash	2023-06-14	0	22222	uid_2	CPU	2 days 13:50:00	0 days	61.833333333333336	0.0	59.020294456911145	1.2876926606234607
0 days 10:30:00	119.0	ash	2023-06-27	1	22222	uid_2	CPU	3 days 10:50:00	0 days	82.83333333333333	0.0	46.09879954092781	2.581412123201787
0 days 11:21:00	125.0	ash	2023-05-30	1	22222	uid_2	CPU	3 days 05:51:00	0 days	77.85	0.0	105.54556994094075	1.1843225638929724
0 days 05:23:00	95.0	ash	2023-06-26	1	22222	uid_2	CPU	0 days 03:03:00	0 days	3.05	0.0	75.28859901039513	1.261811233688693
0 days 03:58:00	23.0	ash	2023-06-11	1	22222	uid_2	CPU	0 days 07:30:00	0 days	7.5	0.0	19.987124304726976	1.1507408294128874
0 days 01:02:00	72.0	ash	2023-06-12	1	22222	uid_2	CPU	1 days 04:03:00	0 days	28.05	0.0	52.703447641207234	1.366134536210215
0 days 10:40:00	77.0	ash	2023-05-19	1	22222	uid_2	CPU	0 days 21:05:00	0 days	21.083333333333332	0.0	26.468367580839786	2.909132940096374
0 days 08:50:00	59.0	ash	2023-05-14	1	22222	uid_2	CPU	2 days 10:02:00	0 days	58.03333333333333	0.0	27.82424899685472	2.1204525594444408
0 days 00:57:00	62.0	ash	2023-06-21	1	22222	uid_2	CPU	3 days 08:51:00	0 days	80.85	0.0	24.823639077046543	2.4976192977817258
0 days 06:48:00	30.0	ash	2023-06-24	1	22222	uid_2	CPU	0 days 04:51:00	0 days	4.85	0.0	5.253913700018787	5.710029077921993
0 days 00:52:00	6.0	ash	2023-06-16	0	22222	uid_2	CPU	2 days 08:31:00	0 days	56.516666666666666	0.0	0.30119629326699093	19.92056387852486
0 days 06:44:00	34.0	ash	2023-06-15	1	22222	uid_2	CPU	0 days 21:15:00	0 days	21.25	0.0	13.071122497516974	2.60115380346705
0 days 11:11:00	87.0	ash	2023-05-28	1	22222	uid_2	CPU	1 days 04:42:00	0 days	28.7	0.0	66.50727502178792	1.3081275690741896
0 days 11:24:00	53.0	ash	2023-06-03	0	22222	uid_2	CPU	0 days 16:29:00	0 days	16.483333333333334	0.0	23.060431058709515	2.298309162784832
0 days 08:21:00	77.0	ash	2023-05-29	1	22222	uid_2	CPU	3 days 02:00:00	0 days	74.0	0.0	3.292657901487385	23.385362920702136
0 days 09:21:00	62.0	ash	2023-06-27	1	22222	uid_2	CPU	0 days 04:38:00	0 days	4.633333333333334	0.0	15.32800853667664	4.044882924722236
0 days 07:46:00	22.0	ash	2023-06-27	1	22222	uid_2	CPU	0 days 05:24:00	0 days	5.4	0.0	5.897166741186721	3.730605045699083
